t,q,tau
3.796,-1.346858977,78.83270325
3.8,-1.346790162,81.27789292
3.804,-1.34672285,83.68995066
3.808,-1.346657263,86.06837517
3.812,-1.346593596,88.40896393
3.816,-1.346531983,90.71320625
3.82,-1.346472431,92.98494495
3.824,-1.346414804,95.23041471
3.828,-1.346358829,97.45722571
3.832,-1.346304187,99.66952008
3.836,-1.346250475,101.8800424
3.84,-1.346197257,104.0958658
3.844,-1.346144171,106.3229524
3.848,-1.346090968,108.5616797
3.852,-1.346037542,110.8173624
3.856,-1.345983898,113.0914821
3.86,-1.345930138,115.3817573
3.864,-1.345876382,117.6555261
3.868,-1.345822748,119.8946022
3.872,-1.345769269,122.0445393
3.876,-1.345715722,124.2237119
3.88,-1.345662859,126.4279252
3.884,-1.345612421,128.6324325
3.888,-1.345565407,130.8781038
3.892,-1.34552102,133.277018
3.896,-1.34547745,135.8675506
3.9,-1.34518541,152.668897
3.904,-1.344963121,145.3516941
3.908,-1.345080646,141.232111
3.912,-1.345364614,138.7093364
3.916,-1.345680181,137.6468716
3.92,-1.346002248,138.1378476
3.924,-1.346348803,139.9467833
3.928,-1.346750479,142.9700306
3.932,-1.347236481,146.9948022
3.936,-1.347760715,151.7473887
3.94,-1.348271992,153.0640063
3.944,-1.348759854,153.7189966
3.948,-1.349232634,154.1711671
3.952,-1.349768439,154.5340553
3.956,-1.350358032,154.8730463
3.96,-1.350970749,155.1394833
3.964,-1.351605711,155.4169772
3.968,-1.352273745,155.7341042
3.972,-1.352983585,156.0784388
3.976,-1.353737043,156.4343833
3.98,-1.354529489,156.7885971
3.984,-1.355351996,157.1321618
3.988,-1.356193931,157.4630002
3.992,-1.357045723,157.7886929
3.996,-1.357901288,158.1252305
4,-1.358759221,158.4833593
4.004,-1.359622547,158.8625866
4.008,-1.360497208,159.258044
4.012,-1.361389563,159.6624185
4.016,-1.362303837,160.0644939
4.02,-1.363240491,160.4521746
4.024,-1.364196018,160.81664
4.028,-1.365164167,161.1516432
4.032,-1.366137879,161.468388
4.036,-1.367111306,161.7812015
4.04,-1.368081253,162.099365
4.044,-1.369047591,162.4268609
4.048,-1.370012617,162.7597829
4.052,-1.370979812,163.0862627
4.056,-1.371952097,163.405501
4.06,-1.372930246,163.7165299
4.064,-1.37391205,164.0178564
4.068,-1.374892386,164.3091217
4.072,-1.375864191,164.5926137
4.076,-1.376820043,164.8733961
4.08,-1.377753838,165.1587856
4.084,-1.378661987,165.4559443
4.088,-1.379543804,165.7678495
4.092,-1.380401148,166.0928831
4.096,-1.381237525,166.4254588
4.1,-1.382056846,166.7593023
4.104,-1.382862245,167.0877668
4.108,-1.383655286,167.4053562
4.112,-1.384435744,167.7092178
4.116,-1.38520194,167.9985407
4.12,-1.385950947,168.2406643
4.124,-1.386680455,168.3513697
4.128,-1.387391209,168.3404516
4.132,-1.388084533,168.3018938
4.136,-1.388760377,168.2530415
4.14,-1.389417777,168.2051841
4.144,-1.390055061,168.1651123
4.148,-1.390669868,168.135209
4.152,-1.391259323,168.1153969
4.156,-1.391820462,168.1048445
4.16,-1.392350983,168.1029574
4.164,-1.392849238,168.1099013
4.168,-1.393314181,168.1286572
4.172,-1.393747688,168.1793228
4.176,-1.394154366,168.1969741
4.18,-1.394537723,168.2300091
4.184,-1.394899931,168.2703779
4.188,-1.395243316,168.3577634
4.192,-1.395569861,168.4415102
4.196,-1.395880884,168.5036785
4.2,-1.396177179,168.5415887
4.204,-1.396458904,168.5573642
4.208,-1.39672565,168.5523977
4.212,-1.396977336,168.255904
4.216,-1.397214825,167.8866964
4.22,-1.397435674,168.1022581
4.224,-1.397635202,168.3901087
4.228,-1.397810431,168.6769039
4.232,-1.397960518,168.9478583
4.236,-1.398085729,169.1927621
4.24,-1.398186642,169.4005589
4.244,-1.398265141,168.8837846
4.248,-1.398324121,168.6728046
4.252,-1.398361985,168.6449917
4.256,-1.398374777,168.6689356
4.26,-1.398360865,168.7144919
4.264,-1.398320921,168.7753751
4.268,-1.398257079,168.8524055
4.272,-1.398171926,168.9195975
4.276,-1.398067958,168.9664942
4.28,-1.397947416,169.0172168
4.284,-1.397811858,169.0745321
4.288,-1.397661818,169.1361424
4.292,-1.397496915,169.2001931
4.296,-1.3973162,169.2672549
4.3,-1.397118645,169.3486015
4.304,-1.396902578,169.3640322
4.308,-1.39666806,169.2623652
4.312,-1.396416582,169.1114379
4.316,-1.396148789,168.9440537
4.32,-1.395864348,168.7683854
4.324,-1.395562595,168.5885224
4.328,-1.395243012,168.4069237
4.332,-1.394905506,168.2246771
4.336,-1.39455057,168.0429743
4.34,-1.394179354,167.8625598
4.344,-1.393793633,167.6829817
4.348,-1.393395657,167.502746
4.352,-1.392987907,167.3195318
4.356,-1.392572794,167.1325863
4.36,-1.392152403,166.9408761
4.364,-1.39172834,166.7435456
4.368,-1.391301688,166.5399366
4.372,-1.390873083,166.3305583
4.376,-1.390442852,166.1169839
4.38,-1.390011197,165.8994924
4.384,-1.38957836,165.6784246
4.388,-1.389144721,165.4542888
4.392,-1.388710836,165.2273106
4.396,-1.388277426,164.9970497
4.4,-1.387845321,164.7627978
4.404,-1.387415418,164.5241266
4.408,-1.38698862,164.2803178
4.412,-1.386565836,164.0302312
4.416,-1.386147982,163.7742518
4.42,-1.385736001,163.5130193
4.424,-1.385330905,163.2472521
4.428,-1.38493379,162.9775834
4.432,-1.38454582,162.7044496
4.436,-1.384168185,162.42806
4.44,-1.383802035,162.1484371
4.444,-1.383448418,161.8655026
4.448,-1.383108236,161.579176
4.452,-1.382782226,161.2894569
4.456,-1.382470987,160.9964686
4.46,-1.382175016,160.7004552
4.464,-1.381894782,160.4017418
4.468,-1.381630786,160.1006751
4.472,-1.381383618,159.7975695
4.476,-1.381153988,159.4926784
4.48,-1.380942732,159.1862006
4.484,-1.380750802,158.8783208
4.488,-1.380579235,158.5692725
4.492,-1.380429115,158.2594053
4.496,-1.380440117,149.3280227
4.5,-1.380449651,151.903231
4.504,-1.38031371,151.717907
4.508,-1.380121161,150.369107
4.512,-1.379965171,147.1100787
4.516,-1.379869178,144.4456024
4.52,-1.379813979,142.2544022
4.524,-1.379782875,139.9367664
4.528,-1.379765444,137.4908687
4.532,-1.379750722,134.8943509
4.536,-1.379727346,132.189605
4.54,-1.379687828,129.4517165
4.544,-1.379631168,126.7257681
4.548,-1.379561919,124.0413941
4.552,-1.379487579,121.4047606
4.556,-1.379415856,118.8290382
4.56,-1.379352687,116.3310058
4.564,-1.379300718,113.9430259
4.568,-1.379259178,111.6467974
4.572,-1.379224985,109.4350956
4.576,-1.379193874,107.2981863
4.58,-1.379161597,105.2117636
4.584,-1.379125006,103.148568
4.588,-1.379082561,101.082236
4.592,-1.379034327,98.99499187
4.596,-1.378981616,96.87558259
4.6,-1.378926347,94.72451052
4.604,-1.378870532,92.5311529
4.608,-1.378815757,90.29580522
4.612,-1.378763157,87.99696573
4.616,-1.378713296,85.63372015
4.62,-1.37866605,83.21042277
4.624,-1.378620836,80.74599356
4.628,-1.37857691,78.25755374
4.632,-1.378533598,75.76274731
4.636,-1.378490412,73.27493821
4.64,-1.378447038,70.80611225
4.644,-1.378403243,68.36488855
4.648,-1.378358779,65.95425026
4.652,-1.378313265,63.57814454
4.656,-1.378266131,61.23714926
4.66,-1.378216678,58.92924266
4.664,-1.378164191,56.6495024
4.668,-1.378108051,54.39283049
4.672,-1.378047822,52.15491735
4.676,-1.377983406,49.92355331
4.68,-1.377915067,47.69132782
4.684,-1.377843361,45.4517424
4.688,-1.377769073,43.19930095
4.692,-1.377693123,40.93081705
4.696,-1.377616785,38.67453149
4.7,-1.377541188,36.41878244
4.704,-1.377467007,34.11057799
4.708,-1.377394141,31.76269937
4.712,-1.377322795,29.32858186
4.716,-1.37725513,26.6296949
4.72,-1.377192548,23.82346144
4.724,-1.377134018,21.01189437
4.728,-1.37707755,18.2141232
4.732,-1.377021493,15.43424834
4.736,-1.376964815,12.6729729
4.74,-1.377358972,-23.60249447
4.744,-1.378400064,-25.29410941
4.748,-1.380054662,-25.93052357
4.752,-1.382335436,-25.9555553
4.756,-1.385237129,-25.6312591
4.76,-1.388738886,-24.968733
4.764,-1.392804053,-23.96383761
4.768,-1.397380918,-22.63176266
4.772,-1.402404063,-21.01027839
4.776,-1.407799694,-19.32363432
4.78,-1.413512834,-19.20263629
4.784,-1.419516077,-18.8166336
4.788,-1.425788964,-18.49858536
4.792,-1.432313238,-18.19452176
4.796,-1.439071612,-17.89630958
4.8,-1.446047297,-17.60184643
4.804,-1.453223863,-17.30974867
4.808,-1.460585208,-17.01994431
4.812,-1.468115585,-16.7325841
4.816,-1.475799647,-16.44760753
4.82,-1.483622481,-16.1649071
4.824,-1.491569618,-15.88409105
4.828,-1.499627008,-15.60411397
4.832,-1.507780961,-15.32374519
4.836,-1.516018066,-15.04163505
4.84,-1.524325103,-14.75664323
4.844,-1.53268898,-14.46827083
4.848,-1.541096697,-14.17575276
4.852,-1.549535345,-13.87932051
4.856,-1.557992118,-13.57951936
4.86,-1.566454336,-13.27695936
4.864,-1.57490947,-12.97225753
4.868,-1.583345165,-12.66574646
4.872,-1.591749249,-12.3581062
4.876,-1.60010973,-12.04928085
4.88,-1.608414769,-11.73903242
4.884,-1.616652682,-11.42714158
4.888,-1.624811936,-11.11330717
4.892,-1.632881168,-10.79735278
4.896,-1.640849192,-10.47934951
4.9,-1.648705012,-10.15930836
4.904,-1.656437812,-9.83714399
4.908,-1.664036959,-9.512640936
4.912,-1.671491983,-9.185449883
4.916,-1.678792552,-8.855119653
4.92,-1.685928434,-8.521179719
4.924,-1.692889456,-8.183134581
4.928,-1.699665464,-7.840621426
4.932,-1.706246285,-7.493540563
4.936,-1.712621715,-7.141942322
4.94,-1.718781512,-6.786043668
4.944,-1.724715393,-6.426185389
4.948,-1.730413033,-6.062758146
4.952,-1.735864072,-5.696123384
4.956,-1.741058109,-5.326481211
4.96,-1.745987267,-5.130241276
4.964,-1.75065013,-5.177131765
4.968,-1.755049932,-5.263780524
4.972,-1.759190723,-5.361902088
4.976,-1.763076642,-5.459263407
4.98,-1.766711675,-5.552926064
4.984,-1.770091282,-5.642040098
4.988,-1.773132767,-5.7264419
4.992,-1.775852787,-5.777357024
4.996,-1.778292482,-5.924127505
5,-1.780484296,-5.992312076
5.004,-1.782448608,-6.03204288
5.008,-1.784197623,-6.065672593
5.012,-1.785738593,-6.102553004
5.016,-1.787075968,-6.148538145
5.02,-1.78821211,-6.228761568
5.024,-1.789147817,-6.290746949
5.028,-1.789883568,-6.338890904
5.032,-1.79041968,-6.377736947
5.036,-1.790756358,-6.405878721
5.04,-1.790893707,-6.421272924
5.044,-1.790831697,-6.420940568
5.048,-1.790570153,-6.423379161
5.052,-1.790105799,-5.969719631
5.056,-1.789429209,-5.409471871
5.06,-1.788529507,-5.205947889
5.064,-1.787399745,-5.188788569
5.068,-1.786037757,-5.377870028
5.072,-1.784446573,-5.776150612
5.076,-1.782634448,-6.375447104
5.08,-1.780614686,-7.157496117
5.084,-1.778398743,-7.064016453
5.088,-1.775990423,-7.095758554
5.092,-1.773389854,-7.084412624
5.096,-1.770596063,-7.064070149
5.1,-1.7676077,-7.037995832
5.104,-1.764423265,-7.009380479
5.108,-1.761041182,-6.979109438
5.112,-1.757459808,-6.947454216
5.116,-1.753677441,-6.915755476
5.12,-1.749692319,-6.883097434
5.124,-1.745502631,-6.849696003
5.128,-1.741106528,-6.815486081
5.132,-1.736502115,-6.780657602
5.136,-1.731687452,-6.745338055
5.14,-1.726660548,-6.709468312
5.144,-1.721422669,-6.89598126
5.148,-1.71598007,-7.162220921
5.152,-1.710340788,-7.446008075
5.156,-1.704513331,-7.732701296
5.16,-1.698506351,-8.017758404
5.164,-1.692328549,-8.299980314
5.168,-1.685988659,-8.57908391
5.172,-1.67949545,-8.855040796
5.176,-1.672857724,-9.127899149
5.18,-1.666084329,-9.397730115
5.184,-1.659184151,-9.664594552
5.188,-1.652166128,-9.928554657
5.192,-1.645039248,-10.18966154
5.196,-1.637812557,-10.4480392
5.2,-1.630495162,-10.70377212
5.204,-1.623096238,-10.95696091
5.208,-1.615625036,-11.20771204
5.212,-1.608090885,-11.45612802
5.216,-1.600503205,-11.70230214
5.22,-1.592871511,-11.9463243
5.224,-1.585205421,-12.188304
5.228,-1.577514665,-12.42835681
5.232,-1.569809097,-12.66660848
5.236,-1.562098698,-12.90319937
5.24,-1.554393592,-13.13826667
5.244,-1.546704054,-13.37196859
5.248,-1.53904052,-13.6044148
5.252,-1.531413594,-13.83575026
5.256,-1.523834054,-14.06610843
5.26,-1.516312849,-14.2956152
5.264,-1.508861105,-14.52439246
5.268,-1.501490119,-14.75256445
5.272,-1.49421136,-14.98026371
5.276,-1.487036459,-15.20763529
5.28,-1.479977217,-15.43483854
5.284,-1.47304559,-15.66204629
5.288,-1.466253693,-15.88938185
5.292,-1.459613792,-16.11679499
5.296,-1.4531383,-16.34488988
5.3,-1.446839772,-16.57387734
5.304,-1.4407309,-16.8039517
5.308,-1.434824502,-17.03529609
5.312,-1.429133517,-17.2680822
5.316,-1.423670995,-17.50246712
5.32,-1.418450081,-17.7383633
5.324,-1.413484009,-17.97582079
5.328,-1.408786081,-18.21518183
5.332,-1.404369648,-18.45659798
5.336,-1.399909683,1.545193687
5.34,-1.395034463,1.788234405
5.344,-1.392199818,1.790835244
5.348,-1.392274303,3.336701695
5.352,-1.392874662,3.615519256
5.356,-1.393176331,3.813513255
5.36,-1.393080001,5.560764912
5.364,-1.392793118,7.825882136
5.368,-1.392459295,10.41346298
5.372,-1.392125897,13.18987337
5.376,-1.391795199,16.01585775
5.38,-1.391461089,18.87619496
5.384,-1.391123143,21.75599628
5.388,-1.390786902,24.6285612
5.392,-1.390459874,27.48800429
5.396,-1.390148054,30.27757568
5.4,-1.389854372,32.97678551
5.404,-1.389578887,35.52601505
5.408,-1.389319597,37.92369428
5.412,-1.389073365,40.21299572
5.416,-1.388836807,42.41547542
5.42,-1.388606787,44.56802209
5.424,-1.388380634,46.71444605
5.428,-1.388156334,48.87944691
5.432,-1.387932607,51.0783991
5.436,-1.387708846,53.31861241
5.44,-1.387485035,55.59036603
5.444,-1.3872615,57.89348714
5.448,-1.387038598,60.22510714
5.452,-1.386816344,62.60511622
5.456,-1.386594496,65.03258315
5.46,-1.386372822,67.50091814
5.464,-1.386151196,69.99839713
5.468,-1.385929592,72.51317497
5.472,-1.385708057,75.03257173
5.476,-1.385486703,77.54400238
5.48,-1.385265712,80.03661015
5.484,-1.385045318,82.50203692
5.488,-1.384825767,84.93523979
5.492,-1.384607294,87.33301297
5.496,-1.384390103,89.69395263
5.5,-1.38417432,92.0200771
5.504,-1.383959945,94.31576206
5.508,-1.383746861,96.5857354
5.512,-1.383534854,98.83626257
5.516,-1.383323589,101.078505
5.52,-1.383112677,103.3198237
5.524,-1.382901765,105.5663849
5.528,-1.382690578,107.8230438
5.532,-1.382478935,110.0932093
5.536,-1.38226676,112.3788208
5.54,-1.382054096,114.6785981
5.544,-1.381840894,116.9784007
5.548,-1.381626594,119.2914667
5.552,-1.381411373,121.5398343
5.556,-1.381195913,123.854927
5.56,-1.380979872,126.5390512
5.564,-1.380763269,129.3137469
5.568,-1.380547085,132.0822021
5.572,-1.380332473,134.8267959
5.576,-1.380120339,137.5470902
5.58,-1.379652662,164.0031373
5.584,-1.379213863,158.3306078
5.588,-1.379059424,158.0247786
5.592,-1.379043446,157.590306
5.596,-1.379073319,156.9471593
5.6,-1.379154953,156.5419591
5.604,-1.379320995,156.3796799
5.608,-1.379586817,156.3854416
5.612,-1.379941791,156.6256733
5.616,-1.380367207,157.1017349
5.62,-1.38083709,158.9935703
5.624,-1.381281544,159.5398471
5.628,-1.381682326,159.7847803
5.632,-1.382082714,159.9364817
5.636,-1.38249957,160.0771924
5.64,-1.382939699,160.1654594
5.644,-1.383414344,160.2666601
5.648,-1.383936696,160.3537337
5.652,-1.384515604,160.4212809
5.656,-1.385151395,160.4645128
5.66,-1.385835277,160.4828722
5.664,-1.386552067,160.482512
5.668,-1.387284899,160.477067
5.672,-1.388020064,160.4869193
5.676,-1.38875024,160.5314086
5.68,-1.389475343,160.6137281
5.684,-1.390201359,160.7269813
5.688,-1.390937575,160.8568944
5.692,-1.39169321,160.9865836
5.696,-1.392474419,161.0984268
5.7,-1.393282479,161.1799833
5.704,-1.394113698,161.225047
5.708,-1.39496104,161.2302018
5.712,-1.395816619,161.2159249
5.716,-1.396674063,161.2016041
5.72,-1.397530054,161.1979784
5.724,-1.398384642,161.2090351
5.728,-1.399240449,161.2264171
5.732,-1.400101168,161.2402831
5.736,-1.400969614,161.2491043
5.74,-1.401846074,161.2505592
5.744,-1.402727508,161.2422745
5.748,-1.403607799,161.2245707
5.752,-1.404478951,161.200525
5.756,-1.405332898,161.176206
5.76,-1.406163313,161.1605885
5.764,-1.406966777,161.1620904
5.768,-1.407743066,161.1831757
5.772,-1.408494675,161.2219349
5.776,-1.409225782,161.2740444
5.78,-1.409940911,161.3342149
5.784,-1.410643696,161.3958314
5.788,-1.411335558,161.6767113
5.792,-1.412016055,162.2668403
5.796,-1.412684842,162.8011366
5.8,-1.413340819,163.3322059
5.804,-1.413982413,163.8689117
5.808,-1.41460895,164.4157084
5.812,-1.415220645,164.9730186
5.816,-1.415817877,165.535133
5.82,-1.416400786,166.2589128
5.824,-1.416967417,167.0067442
5.828,-1.417514405,167.6856688
5.832,-1.41803895,168.2892721
5.836,-1.418538908,168.8191762
5.84,-1.419012516,169.2761248
5.844,-1.419458579,169.6637455
5.848,-1.419876797,169.9895234
5.852,-1.420268489,170.5292553
5.856,-1.420634349,171.11873
5.86,-1.420975139,171.689714
5.864,-1.421293245,172.2510543
5.868,-1.421591699,172.8229016
5.872,-1.421872993,173.4075197
5.876,-1.422138519,174.0018392
5.88,-1.422388601,174.6014121
5.884,-1.422623745,174.6603922
5.888,-1.422844151,174.3715563
5.892,-1.423048385,174.3731554
5.896,-1.423234224,174.7026976
5.9,-1.423398885,175.3790699
5.904,-1.423539057,176.410394
5.908,-1.423651549,177.7932023
5.912,-1.423733923,179.5057701
5.916,-1.423786653,180.4376761
5.92,-1.423811571,180.9896939
5.924,-1.423810292,181.4913233
5.928,-1.423783989,181.968491
5.932,-1.423732892,182.4273021
5.936,-1.423656451,182.877673
5.94,-1.423553821,183.3184251
5.944,-1.423424544,183.7557386
5.948,-1.423269535,185.2143444
5.952,-1.423087675,186.956222
5.956,-1.422876206,188.3048315
5.96,-1.422635716,189.1195052
5.964,-1.422370599,189.3380547
5.968,-1.422085883,188.9219599
5.972,-1.421784622,187.8541633
5.976,-1.421467473,186.156431
5.98,-1.421134747,186.0823752
5.984,-1.420780602,185.9465354
5.988,-1.420396662,185.4023501
5.992,-1.419980585,184.7564729
5.996,-1.419534111,184.1029937
6,-1.419059648,183.4551822
6.004,-1.418559499,182.807851
6.008,-1.418035913,182.155997
6.012,-1.417491099,181.4974899
6.016,-1.416927141,180.8324925
6.02,-1.416345939,180.1630595
6.024,-1.415749212,179.4922762
6.028,-1.415138541,178.8227887
6.032,-1.414515381,178.1576921
6.036,-1.413881075,177.4971362
6.04,-1.413236878,176.8404187
6.044,-1.412583967,176.1879832
6.048,-1.411923406,175.5396346
6.052,-1.411256138,174.8938583
6.056,-1.410583018,174.2496426
6.06,-1.40990484,173.6065609
6.064,-1.409222358,172.9641919
6.068,-1.408536298,172.3206691
6.072,-1.40784741,171.6773106
6.076,-1.407156468,171.0351097
6.08,-1.406464264,170.3942011
6.084,-1.405771638,169.7539998
6.088,-1.405079499,169.1146889
6.092,-1.404388848,168.4764029
6.096,-1.403700788,167.8377756
6.1,-1.403016524,167.1990631
6.104,-1.40233733,166.5606348
6.108,-1.401664491,165.9224552
6.112,-1.400999237,165.284402
6.116,-1.400342701,164.6463509
6.12,-1.399695883,164.0082144
6.124,-1.399059641,163.3699576
6.128,-1.398434709,162.7316001
6.132,-1.397821732,162.0932023
6.136,-1.397221317,161.4548403
6.14,-1.396634077,160.8165789
6.144,-1.396060677,160.1784513
6.148,-1.395501859,159.5404554
6.152,-1.394958452,158.9025694
6.156,-1.394431366,158.2647852
6.16,-1.393921577,157.6271509
6.164,-1.393430102,156.9898141
6.168,-1.392957977,156.3530557
6.172,-1.39250624,155.7173057
6.176,-1.392209997,153.9933488
6.18,-1.391874351,156.7663291
6.184,-1.391357668,156.1999579
6.188,-1.39078372,155.0677799
6.192,-1.390262299,152.7088767
6.196,-1.38982731,148.9288554
6.2,-1.389459288,145.5452577
