t,q_ll4_kne_pit,tau_ll4_kne_pit,q,tau
32.312,-0.695779432,2.663517668,-1.814680007,-19.67952303
32.316,-0.694892928,2.026482201,-1.819347901,-23.65393689
32.32,-0.693726851,1.224063346,-1.823523524,-27.74730097
32.324,-0.692216308,0.461689729,-1.827268265,-29.84131359
32.328,-0.69036587,1.699433139,-1.830722648,-28.98231909
32.332,-0.688028935,1.758065624,-1.833989739,-29.65658137
32.336,-0.68511943,0.11196879,-1.837029364,-24.93212147
32.34,-0.681794035,2.255283232,-1.839793245,-17.34451168
32.344,-0.678169296,5.970995442,-1.842223995,-17.50864123
32.348,-0.674278166,7.244227221,-1.844521496,-20.5192154
32.352,-0.669612547,7.429500179,-1.846950831,-23.29249973
32.356,-0.663650779,8.187634798,-1.849542294,-26.29842928
32.36,-0.65702697,10.27891882,-1.851906849,-27.47377231
32.364,-0.649886843,15.98424017,-1.853890554,-29.96093692
32.368,-0.642255448,4.353620627,-1.855511849,-37.44455998
32.372,-0.634044382,12.28319884,-1.856819771,-40.55364525
32.376,-0.625273849,19.1304704,-1.857755659,-28.8995971
32.38,-0.616137002,10.12904006,-1.858388276,-37.63625867
32.384,-0.606373703,20.60126627,-1.858653663,-43.53249552
32.388,-0.595894543,6.28669882,-1.858445878,-37.48785168
32.392,-0.584657183,10.66911222,-1.85823145,-40.51593478
32.396,-0.572558864,14.7205294,-1.858177872,-42.27268294
32.4,-0.559643758,18.44936979,-1.858410812,-45.34105823
32.404,-0.546603846,15.75145356,-1.859040609,-51.98681586
32.408,-0.533922267,18.14141141,-1.86013029,-54.09339822
32.412,-0.521551313,20.35243604,-1.861599842,-54.45621725
32.416,-0.509277681,22.00665966,-1.863375353,-54.81024003
32.42,-0.497139064,23.10898574,-1.865371893,-55.18106281
32.424,-0.485251235,23.74598308,-1.867534665,-55.53197777
32.428,-0.473653097,23.76985717,-1.869856405,-55.70711794
32.432,-0.462323123,23.29598885,-1.872381975,-56.29655548
32.436,-0.451323977,21.80901308,-1.875190756,-58.73182388
32.44,-0.440709494,19.55676838,-1.878314248,-57.39163753
32.444,-0.430511759,16.64823597,-1.88142546,-54.3674521
32.448,-0.420730209,12.50592201,-1.883048442,-52.68227503
32.452,-0.411340025,7.520181829,-1.883829829,-51.32027308
32.456,-0.402325337,3.779815297,-1.884209577,-47.5260574
32.46,-0.393559175,18.34159886,-1.884148394,-47.61257604
32.464,-0.384977386,22.96632637,-1.8834744,-48.34184443
32.468,-0.376664435,20.51113081,-1.882501007,-46.97622034
32.472,-0.368673306,18.94629113,-1.881462746,-45.19368288
32.476,-0.36099753,18.08194678,-1.880498505,-43.99275954
32.48,-0.353614678,17.62526685,-1.87968068,-43.16774329
32.484,-0.346505292,17.43299826,-1.879034016,-42.65935403
32.488,-0.33965647,17.42841294,-1.878554892,-42.41063144
32.492,-0.333060125,17.56910487,-1.878226707,-42.35450558
32.496,-0.32671021,17.83330183,-1.878030552,-42.44240259
32.5,-0.320600577,18.21124353,-1.87795152,-42.64897777
32.504,-0.314724003,18.69813579,-1.877980964,-42.9389658
32.508,-0.309072214,19.29210079,-1.878115791,-43.28668278
32.512,-0.303636535,19.9815201,-1.878355831,-43.60286731
32.516,-0.298408373,20.77654966,-1.878701771,-43.93148266
32.52,-0.293379595,21.68964641,-1.87915433,-44.28816108
32.524,-0.28854287,22.72939594,-1.879713319,-44.65397962
32.528,-0.283891938,23.90277055,-1.880377061,-45.0009447
32.532,-0.279438754,25.77785446,-1.881173751,-49.10503039
32.536,-0.275218551,27.51266494,-1.881906916,-50.35805673
32.54,-0.27124758,29.17812829,-1.882452483,-50.26885846
32.544,-0.26754508,27.92666788,-1.882904168,-49.09208428
32.548,-0.264170879,18.72562532,-1.883369163,-46.79968166
32.552,-0.261154539,10.10023625,-1.8839167,-44.83683475
32.556,-0.258433655,7.396892476,-1.884556865,-44.08548382
32.56,-0.255918178,7.75949893,-1.88526363,-43.94221702
32.564,-0.253557036,7.952900032,-1.885999694,-43.58498269
32.568,-0.251333524,7.935684228,-1.886731484,-43.24652624
32.572,-0.24924242,7.742648804,-1.887435666,-42.94152881
32.576,-0.247281404,7.445543317,-1.888098184,-42.58453574
32.58,-0.245448304,7.127279516,-1.88871112,-42.0631151
32.584,-0.243740552,6.867518565,-1.889260158,-41.27795901
32.588,-0.242155693,6.728847114,-1.889710915,-40.17300356
32.592,-0.240668603,10.23515416,-1.890083582,-40.17438473
32.596,-0.239240552,16.48664252,-1.890401208,-41.27897114
32.6,-0.237867121,21.77970485,-1.890694248,-42.57480477
32.604,-0.236581269,25.40258795,-1.890995694,-43.70298524
32.608,-0.235441732,25.16955202,-1.891344174,-44.40939826
32.612,-0.234495796,24.80187457,-1.891768574,-44.16010137
32.616,-0.233761061,24.54515642,-1.892278405,-43.78544724
32.62,-0.233241295,24.42983507,-1.892878365,-43.44875332
32.624,-0.232935246,24.46753868,-1.893570888,-43.19388671
32.628,-0.232839758,24.66549206,-1.894356285,-43.02358739
32.632,-0.232950678,25.02749566,-1.895232463,-42.90693835
32.636,-0.233265398,25.55050956,-1.895943549,-42.76897727
32.64,-0.233780548,26.27668855,-1.89625556,-42.7795205
32.644,-0.234493295,26.43131404,-1.89639397,-42.29399203
32.648,-0.235418532,23.96247412,-1.896482232,-41.4845712
32.652,-0.236576283,19.96202318,-1.89658615,-40.58798943
32.656,-0.237968249,16.13823914,-1.896728358,-39.83083193
32.66,-0.239572415,13.88315973,-1.896903733,-39.55482028
32.664,-0.241363187,12.23068484,-1.8970937,-39.22692639
32.668,-0.243323994,11.01665832,-1.897274672,-38.87170992
32.672,-0.245444569,10.21038834,-1.89740679,-38.64681735
32.676,-0.247716333,10.1699339,-1.897649475,-38.48963562
32.68,-0.250124316,11.94508778,-1.89799967,-38.83783965
32.684,-0.252653006,14.82587446,-1.898407062,-40.2321192
32.688,-0.255310375,16.62867019,-1.898861957,-41.47624278
32.692,-0.258128828,16.76088952,-1.89936809,-42.11893958
32.696,-0.26114081,16.30373269,-1.89993113,-42.37351366
32.7,-0.264364859,15.97848926,-1.900554104,-42.56447173
32.704,-0.267811244,15.6796775,-1.90123557,-42.51759483
32.708,-0.27148804,15.40674467,-1.90197176,-42.44929052
32.712,-0.275402279,15.15683943,-1.902760244,-42.39713118
32.716,-0.279560166,14.93162573,-1.903600188,-42.37608969
32.72,-0.283966993,14.73572468,-1.904491932,-42.39442067
32.724,-0.288627179,14.57683314,-1.905436402,-42.45737138
32.728,-0.293546087,14.46750035,-1.906015046,-42.57243526
32.732,-0.298727375,14.4292805,-1.906118837,-42.74191994
32.736,-0.304160022,18.3555498,-1.905924419,-26.88575559
32.74,-0.309799142,18.71464762,-1.905474079,-22.50457892
32.744,-0.315564735,15.2924636,-1.90479848,-20.27843799
32.748,-0.321412695,14.89028638,-1.904065992,-20.73442564
32.752,-0.327354246,14.12440296,-1.903251631,-21.75629483
32.756,-0.333406911,13.59616091,-1.902353221,-22.68605642
32.76,-0.339586955,13.48999252,-1.901358743,-23.32276591
32.764,-0.345850156,13.28118367,-1.90027142,-23.99488276
32.768,-0.352173303,13.10663908,-1.899114518,-24.574571
32.772,-0.358677317,13.30012693,-1.897744714,-6.953844448
32.776,-0.365364729,13.21493189,-1.896157364,-5.915988542
32.78,-0.372210057,12.72189132,-1.89448321,-6.05707215
32.784,-0.37922575,9.499785919,-1.892845724,-18.75177828
32.788,-0.386426635,9.088130737,-1.891345616,-21.85101854
32.792,-0.393756563,9.597518819,-1.889895021,-16.56375802
32.796,-0.401167756,9.474598579,-1.888416182,-16.98873017
32.8,-0.408646479,9.27139679,-1.886920657,-17.68383424
32.804,-0.416174187,9.085124864,-1.885422168,-18.38369204
32.808,-0.423717194,8.914741442,-1.883936872,-19.07598992
32.812,-0.431305726,8.757550819,-1.882476143,-19.73451111
32.816,-0.438918648,8.610253189,-1.88104692,-20.35764813
32.82,-0.446552823,8.460682019,-1.879649323,-20.79436439
32.824,-0.454227581,8.312625802,-1.878278158,-21.21832754
32.828,-0.461962545,8.161969755,-1.876927599,-21.67334635
32.832,-0.469770167,8.008840814,-1.875592049,-22.0745444
32.836,-0.477653519,7.85623499,-1.874261929,-22.61442963
32.84,-0.485609458,7.696025179,-1.872881667,-23.20232559
32.844,-0.493633879,7.540161777,-1.87143258,-23.76657782
32.848,-0.501720687,7.393838843,-1.869935581,-24.28382388
32.852,-0.509862852,7.234287539,-1.868413689,-24.95840471
32.856,-0.518054602,7.060531262,-1.866880909,-25.74109962
32.86,-0.526127251,7.51957146,-1.865381162,-30.99050123
32.864,-0.53392294,7.766862265,-1.863923362,-32.87282285
32.868,-0.541477703,7.561450641,-1.862469283,-33.43145439
32.872,-0.548829445,7.275749044,-1.860995975,-33.81633363
32.876,-0.555998501,6.985888619,-1.859501024,-34.20165198
32.88,-0.562992943,6.706187979,-1.857992034,-34.61858148
32.884,-0.569811397,6.435193304,-1.856478819,-35.07577693
32.888,-0.576445847,6.173644774,-1.854969504,-35.56440801
32.892,-0.582888007,5.923199401,-1.853469186,-36.07036415
32.896,-0.589131441,5.687787327,-1.85198029,-36.57808603
32.9,-0.595174803,5.465492495,-1.850503923,-37.04826171
32.904,-0.601021009,5.255649419,-1.849040487,-37.46652536
32.908,-0.606675082,5.069169879,-1.847590853,-37.91888554
32.912,-0.612142179,4.905567941,-1.846156496,-38.40660435
32.916,-0.617426598,4.764761095,-1.844736038,-38.9308433
32.92,-0.622531812,4.643516421,-1.843322478,-39.49721659
32.924,-0.627465463,4.521489648,-1.841927537,-40.0374728
32.928,-0.632223769,4.416027994,-1.840608873,-40.66554961
32.932,-0.636797008,4.326189546,-1.839400665,-41.46800548
32.936,-0.641176261,4.23255256,-1.838304466,-42.10839698
32.94,-0.645354695,4.145528449,-1.837301407,-42.84350579
32.944,-0.64932557,4.086205957,-1.836367367,-43.68492682
32.948,-0.653083117,4.063016123,-1.835481601,-44.62321612
32.952,-0.656622433,4.06402839,-1.834630976,-45.6568705
32.956,-0.660061237,5.249042775,-1.833726086,-39.41486217
32.96,-0.663470251,5.08728759,-1.832714254,-38.91242328
32.964,-0.666756406,5.054250038,-1.831659717,-39.52235496
32.968,-0.669845834,5.068957365,-1.830630659,-40.42104405
32.972,-0.672587311,3.938749659,-1.829734738,-48.73884231
32.976,-0.675227537,4.551321945,-1.828951045,-46.85210546
32.98,-0.678131708,4.22932353,-1.828176297,-46.4836749
32.984,-0.681337943,4.388618035,-1.827331517,-47.10802161
32.988,-0.684836142,4.492234385,-1.82632075,-47.65470889
32.992,-0.688593563,4.533646831,-1.82517846,-47.44272837
32.996,-0.692560706,4.547443517,-1.823978713,-47.44066954
33,-0.696680082,4.553586898,-1.822780637,-47.78484344
33.004,-0.700902985,4.561025545,-1.821612361,-48.34653898
33.008,-0.705199298,4.568501512,-1.820478447,-49.02144696
33.012,-0.709559621,4.571901122,-1.819373235,-49.69514667
33.016,-0.714548873,-10.98698867,-1.817632938,21.55139231
33.02,-0.721058359,-42.53970639,-1.814522293,60.16320348
33.024,-0.728657226,-47.17937764,-1.80984026,63.49249675
33.028,-0.736025452,-47.31520053,-1.80362644,62.49595184
33.032,-0.742509797,-47.22301643,-1.795979307,61.26332409
33.036,-0.748407194,-48.7596527,-1.786915721,61.58707998
33.04,-0.754471807,-50.01998881,-1.776422954,60.96546671
33.044,-0.761248707,-47.91076183,-1.764516091,60.4700588
33.048,-0.768870891,-47.03472299,-1.751230159,60.95955458
33.052,-0.777160542,-46.77845015,-1.736611499,62.29449158
33.056,-0.785817887,-47.05081563,-1.720706046,64.17171742
33.06,-0.794574066,-46.57704784,-1.703561208,63.99339072
33.064,-0.803323298,-47.72855205,-1.685223783,63.73329749
33.068,-0.812135732,-48.30724106,-1.665731298,63.35409021
33.072,-0.821170609,-48.08126251,-1.645111028,62.94201231
33.076,-0.830607132,-46.90577646,-1.623382025,62.52791781
33.08,-0.840584481,-44.69766229,-1.600559769,62.1173984
33.084,-0.851169419,-41.24325973,-1.576659988,61.67366693
33.088,-0.862335682,-39.37773949,-1.55170384,61.13579761
33.092,-0.873994114,-31.73060754,-1.525725953,60.86350626
33.096,-0.886403434,-36.49275159,-1.498805403,59.44268878
33.1,-0.900058158,-40.96128144,-1.471070321,57.55246511
33.104,-0.915281551,-45.94268732,-1.44267917,55.36993465
33.108,-0.932158582,-48.55295369,-1.413761972,52.76229381
33.112,-0.950007837,-36.96177248,-1.384134509,52.6379416
33.116,-0.968315814,-20.82915166,-1.353564815,51.9891133
33.12,-0.986988206,-8.510272265,-1.321929309,48.4674966
33.124,-1.006022453,3.414072798,-1.289192554,43.9768749
33.128,-1.025249713,13.36353601,-1.255325127,39.61004227
33.132,-1.044411034,20.49972977,-1.220303071,35.78711728
33.136,-1.063307676,23.33391821,-1.184226371,32.90132806
33.14,-1.0818523,19.88832809,-1.147160311,31.27021007
33.144,-1.100077531,1.537240396,-1.109199185,29.48055214
33.148,-1.118275187,-11.43820275,-1.070633429,27.0971867
33.152,-1.135199963,-17.59502703,-1.031834724,23.70082005
33.156,-1.140725351,-21.20832737,-0.993642847,20.36535791
33.16,-1.131053804,-24.98691286,-0.956492198,17.13385418
33.164,-1.120702826,-39.50495567,-0.920019528,11.81171467
33.168,-1.113281895,-53.21296491,-0.884461725,13.51865903
33.172,-1.108877215,-63.67609529,-0.850084729,12.41192063
33.176,-1.107807297,-70.80163044,-0.817109177,10.87893922
33.18,-1.110330078,-76.36401727,-0.785756491,7.775935548
33.184,-1.11665619,-82.18887153,-0.756282049,1.890827538
33.188,-1.126926043,-88.97976521,-0.729003116,-7.429490741
33.192,-1.141257043,-85.78647693,-0.704278239,-20.22761981
33.196,-1.158742354,-83.33823998,-0.682494928,-30.70563792
33.2,-1.173527525,-79.65385219,-0.664114847,-34.62450432
33.204,-1.180892811,-68.85967341,-0.649380656,-36.9290953
33.208,-1.185418611,-52.60573578,-0.638099061,-40.07924382
33.212,-1.192307169,-37.19567201,-0.630054597,-42.7551055
33.216,-1.201502251,-34.66615501,-0.625219982,-43.23325083
33.22,-1.212788101,-42.35173202,-0.623575308,-40.78832021
33.224,-1.226428498,-53.51464067,-0.625089729,-38.21658373
33.228,-1.242658179,-68.1266559,-0.62973522,-35.22092145
33.232,-1.260174314,-71.61821816,-0.637529943,-40.87949668
33.236,-1.277779695,-76.66327753,-0.648493074,-47.84390973
33.24,-1.294833999,-84.40893416,-0.662625786,-52.10898479
33.244,-1.311938681,-99.76111438,-0.679892439,-51.90560183
33.248,-1.330713094,-121.6936103,-0.700229678,-47.92427318
33.252,-1.352455757,-155.0639659,-0.723550573,-38.5390188
33.256,-1.377460007,-187.4913884,-0.74961988,-22.86403633
33.26,-1.40514397,-219.3310294,-0.777960831,-1.855831285
33.264,-1.434505498,-224.7702188,-0.808017665,5.097919396
33.268,-1.465086227,-224.6363761,-0.839221064,11.06610556
33.272,-1.496056389,-143.8910685,-0.870267649,22.50295972
33.276,-1.527762353,-125.9907085,-0.899974917,29.63219887
33.28,-1.560817551,-100.1464434,-0.927791095,34.65666528
33.284,-1.594481147,-67.85899143,-0.953280051,40.06454779
33.288,-1.627511707,-26.0530184,-0.975987759,45.46740845
33.292,-1.65600756,3.059265624,-0.995564588,47.58568858
33.296,-1.666856854,17.21564887,-1.012036043,47.95886309
33.3,-1.663369447,36.25683063,-1.02536853,47.45199534
33.304,-1.658473159,7.406269299,-1.0367028,49.76712933
33.308,-1.655175423,-48.4872296,-1.048724499,58.57393362
33.312,-1.654966586,-75.30362734,-1.057901322,74.91525627
33.316,-1.657895021,-139.0787642,-1.06761469,41.99808494
33.32,-1.661738656,-27.99989235,-1.080487991,-37.11317111
33.324,-1.66572017,-15.73746722,-1.094548232,-50.02915979
33.328,-1.66960005,14.66810291,-1.109606012,-69.11526289
33.332,-1.672926371,8.8247047,-1.126200273,-55.88567152
33.336,-1.675635294,10.24713581,-1.144527804,-58.84027243
33.34,-1.677808822,5.532337583,-1.164685611,-49.43951059
33.344,-1.679591633,-0.522889476,-1.186414254,-41.56463522
33.348,-1.680997133,-4.235421576,-1.209479438,-36.73643703
33.352,-1.68214185,-5.420109731,-1.233597707,-36.77416599
33.356,-1.683116629,-5.618123266,-1.256223216,-37.23897365
33.36,-1.684038708,-7.654932382,-1.276089339,-35.78400228
33.364,-1.684978947,-7.783469568,-1.293313169,-35.92108702
33.368,-1.685921064,-8.038421781,-1.309208955,-36.27391858
33.372,-1.686816939,-6.693536126,-1.325173303,-37.94606245
33.376,-1.687635037,-6.669968959,-1.341859599,-38.25806051
33.38,-1.688391444,-6.951399601,-1.359278358,-37.64191887
33.384,-1.68911941,-7.27949411,-1.377133633,-36.4487175
33.388,-1.689852596,-7.386529623,-1.395048697,-35.12231597
33.392,-1.690615528,-7.115201681,-1.412700944,-33.97226165
33.396,-1.691430942,0.729762587,-1.429948824,-37.64128455
33.4,-1.692280195,1.575295967,-1.446849367,-37.02570236
33.404,-1.693145137,0.873134817,-1.463534882,-35.98320722
33.408,-1.694033726,0.065334915,-1.480143786,-35.279422
33.412,-1.695045482,-5.611183406,-1.496779455,-34.39165725
33.416,-1.696288095,-6.795315678,-1.51349166,-34.30172402
33.42,-1.69776695,-7.288656804,-1.530268517,-33.84349751
33.424,-1.699387948,-2.586723206,-1.547047581,-33.35900661
33.428,-1.701045846,-2.192654457,-1.563746319,-31.86147563
33.432,-1.702736983,-2.42541697,-1.580305879,-30.571918
33.436,-1.70447446,-2.845532773,-1.596704706,-29.40941295
33.44,-1.706273349,-3.245899281,-1.612945342,-28.3553083
33.444,-1.70814659,-3.609086734,-1.6290399,-27.35378665
33.448,-1.710105607,-3.963844593,-1.64499839,-26.36164875
33.452,-1.712147994,-5.052310147,-1.660611922,-10.59246599
33.456,-1.714231603,-2.284006964,-1.675601331,-0.776696813
33.46,-1.716294709,-0.448515472,-1.689933168,3.190040548
33.464,-1.718304681,-0.335071324,-1.703672995,6.738786091
33.468,-1.720266704,-1.631156819,-1.716862959,9.589428615
33.472,-1.722176998,-2.938776525,-1.729512219,11.74796172
33.476,-1.723823978,-4.151241898,-1.741747596,13.177389
33.48,-1.725246389,-4.852735805,-1.753474281,14.19792386
33.484,-1.726532619,-5.072063431,-1.764542186,14.96787446
33.488,-1.727745608,-5.399347076,-1.774821759,15.08718445
33.492,-1.728890438,-4.498278466,-1.78414201,16.23962595
33.496,-1.729979975,-4.991889832,-1.792513872,15.03216105
33.5,-1.731044509,-5.042158416,-1.800021386,13.03087047
33.504,-1.732101577,-5.661968423,-1.806801227,9.733182374
33.508,-1.733167717,-6.552684423,-1.813036659,5.850580796
33.512,-1.734264808,-7.574524901,-1.818921925,1.77210811
33.516,-1.735299566,-8.092732382,-1.824586274,1.135796988
33.52,-1.733080829,-5.678221652,-1.830840146,-25.04215897
33.524,-1.722680211,-6.433394343,-1.838548946,-34.27069034
33.528,-1.711058039,-3.090666882,-1.847522416,-34.11954768
33.532,-1.699864864,-2.875355864,-1.857425872,-20.41307947
33.536,-1.688787643,-1.105851519,-1.867705008,-1.395572938
33.54,-1.677730098,1.746866768,-1.876749275,5.287923389
33.544,-1.666630055,3.775329292,-1.883692484,11.74239372
33.548,-1.655457597,4.842558512,-1.888910236,14.44727665
33.552,-1.644190369,5.002914068,-1.893107006,11.23141054
33.556,-1.63282507,4.499415685,-1.896835479,4.11744294
33.56,-1.621381877,3.843987935,-1.90043577,-4.703656239
33.564,-1.609909639,3.404058854,-1.904406349,-24.63145536
33.568,-1.598465717,3.096251496,-1.909289542,-39.26727257
33.572,-1.587080623,3.091014953,-1.914792412,-45.45865002
33.576,-1.575762007,3.48567228,-1.920270772,-41.16916921
33.58,-1.564301491,25.70905771,-1.925552947,-61.9311431
33.584,-1.552407291,59.66062072,-1.931575155,-139.6736654
33.588,-1.539951502,60.25543256,-1.937496652,-147.8404344
33.592,-1.526961991,57.11390744,-1.941835225,-144.6751513
33.596,-1.513552347,53.5522987,-1.945034885,-140.6544124
33.6,-1.499818962,48.30833242,-1.947502589,-142.2763351
33.604,-1.485881711,42.15773651,-1.949610038,-148.4260193
33.608,-1.471864889,38.37471735,-1.951590032,-158.8691346
33.612,-1.457872567,33.36087673,-1.953453185,-161.6377
33.616,-1.443993103,28.75969977,-1.95511587,-161.5564416
33.62,-1.430290302,24.859256,-1.956556983,-159.9531259
33.624,-1.416791377,22.17712802,-1.957857546,-157.7886347
33.628,-1.403483491,20.51094188,-1.959110131,-153.5317295
33.632,-1.39032659,21.18827826,-1.960361829,-150.7187476
33.636,-1.377267611,23.57986762,-1.961643249,-150.8604044
33.64,-1.364240373,26.28077349,-1.962881157,-145.2504753
33.644,-1.351162213,27.40213182,-1.96394804,-139.9851767
33.648,-1.337944583,27.4726936,-1.964778835,-133.7444286
33.652,-1.324500557,26.77875186,-1.965377703,-130.0296943
33.656,-1.310748544,25.57332446,-1.965792322,-127.2044506
33.66,-1.296614152,26.54747463,-1.966187022,-140.8138895
33.664,-1.282069372,25.19292684,-1.966622416,-139.5019376
33.668,-1.267002071,45.39194571,-1.96718838,-165.5404292
33.672,-1.251237157,49.62427721,-1.967900578,-170.8419862
33.676,-1.23470798,50.29969059,-1.968471298,-172.7417124
33.68,-1.217396639,49.75195541,-1.968721563,-175.3973655
33.684,-1.19931804,48.11863221,-1.968648865,-175.3216833
33.688,-1.1805731,46.07916313,-1.966174058,-175.093256
33.692,-1.161372392,43.30249022,-1.956689558,-171.7623487
33.696,-1.141882005,40.95780091,-1.940064106,-169.3484663
33.7,-1.122123485,38.48594913,-1.924362685,-170.8402407
33.704,-1.102221809,34.24072272,-1.91066418,-196.2031382
33.708,-1.082437949,29.33828062,-1.898033144,-200.5489052
33.712,-1.062896472,27.03235957,-1.885858296,-206.7362514
33.716,-1.043599,25.30832564,-1.874749901,-210.1049506
33.72,-1.024420216,18.80067799,-1.865929996,-202.5584599
33.724,-1.005764514,2.133811085,-1.859752529,-182.818339
33.728,-0.988212768,-18.55800908,-1.855935806,-158.1530619
33.732,-0.972381332,-32.1128227,-1.853309892,-140.3691188
33.736,-0.958657973,-40.71229237,-1.850756192,-128.2162843
33.74,-0.947147369,-46.06480025,-1.848390948,-118.2465253
33.744,-0.937905351,-49.17346239,-1.846201117,-112.9461381
33.748,-0.930973551,-51.24155057,-1.844297225,-109.6496925
33.752,-0.926339225,-52.44476701,-1.843007325,-107.5764521
33.756,-0.92395789,-52.58989245,-1.842614696,-107.8186805
33.76,-0.923787169,-52.26617853,-1.843248933,-111.3056459
33.764,-0.925634251,-52.00695658,-1.844898286,-115.8912081
33.768,-0.927828328,-28.37624286,-1.847058669,-89.68298862
33.772,-0.929696474,-37.64492759,-1.849494566,-85.61203165
33.776,-0.931549961,-40.05412191,-1.852553622,-93.02274938
33.78,-0.933614953,-38.86269566,-1.856359945,-95.36902253
33.784,-0.936010963,-37.71270013,-1.86085567,-97.27991299
33.788,-0.938824191,-36.78066189,-1.86596643,-98.72764137
33.792,-0.94212026,-35.69342692,-1.871627247,-101.0654351
33.796,-0.945944991,-34.06755106,-1.877804275,-106.3057612
33.8,-0.950340467,-33.44631452,-1.884010653,-109.5692663
33.804,-0.955361415,-33.9634114,-1.889816929,-94.48036802
33.808,-0.961055041,-35.29201293,-1.89544438,-79.88405028
33.812,-0.967366689,-31.86986641,-1.901136502,-84.79895927
33.816,-0.974253202,-16.94507323,-1.907071187,-108.2922558
33.82,-0.9817924,-12.77509102,-1.913310787,-112.9670508
33.824,-0.989995196,-15.60263224,-1.919577608,-103.9940607
33.828,-0.998566435,-20.62423321,-1.925564529,-91.34346096
33.832,-1.007370009,-40.35557293,-1.930964188,-54.19116312
33.836,-1.016460636,-41.48322693,-1.935761127,-57.23902681
33.84,-1.025948623,-43.18777819,-1.940173359,-64.02768991
33.844,-1.035923636,-43.91631605,-1.944247111,-73.25762861
33.848,-1.046451188,-43.70927814,-1.947501573,-82.90852918
33.852,-1.057562831,-45.04755764,-1.947290585,-88.94735037
33.856,-1.069222114,-51.81728699,-1.942251638,-73.59758941
33.86,-1.081417634,-51.74456935,-1.934684932,-87.8321718
33.864,-1.094165114,-52.37653474,-1.927379265,-99.41776623
33.868,-1.107379564,-50.42700572,-1.921032049,-100.7986922
33.872,-1.120918207,-51.98389822,-1.915277398,-108.0774412
33.876,-1.134597113,-55.0105396,-1.909645328,-113.9284517
33.88,-1.146678258,-7.518188528,-1.90227302,-44.75175152
33.884,-1.156109983,-4.571904747,-1.892998924,-38.45933957
33.888,-1.163679218,-3.271227268,-1.883421212,-12.83164951
33.892,-1.171165881,35.20888601,-1.874372157,-80.57480962
33.896,-1.179124284,50.66940414,-1.866669413,-92.79314381
33.9,-1.187406275,53.87891112,-1.860472787,-102.0607364
33.904,-1.196050684,50.83853246,-1.855930323,-104.8439952
33.908,-1.20572324,24.69412923,-1.85413723,-193.2357968
33.912,-1.216997485,11.95671805,-1.856673696,-225.617051
33.916,-1.229104052,9.296172158,-1.864142179,-237.1219505
33.92,-1.241709398,18.897555,-1.876548722,-228.0215062
33.924,-1.254355942,17.72058659,-1.893501172,-212.3983804
33.928,-1.267212305,17.31323994,-1.908262354,-186.0665775
33.932,-1.280322855,18.46736579,-1.914408635,-123.29642
33.936,-1.293490228,19.87871573,-1.914772112,-76.11111934
33.94,-1.306676564,20.48066068,-1.914950448,-87.90999572
33.944,-1.319960962,18.37822524,-1.916375733,-113.9050539
33.948,-1.333388144,15.34982275,-1.91993173,-125.7354287
33.952,-1.346959362,12.75600547,-1.925826758,-127.3180796
33.956,-1.36093673,7.122838133,-1.934186605,-128.9417842
33.96,-1.375806391,-2.945384426,-1.944978213,-121.9572248
33.964,-1.39184055,-3.869886989,-1.957333167,-100.4836936
33.968,-1.408970581,-2.526453628,-1.966965704,-58.26672956
33.972,-1.426740571,0.597881599,-1.973084426,-9.15356652
33.976,-1.444711391,3.475733916,-1.976798232,7.738649528
33.98,-1.462743185,3.621604537,-1.979352196,-1.996002207
33.984,-1.480960971,1.868151305,-1.981586782,-38.38447415
33.988,-1.499581604,-0.955753079,-1.984448193,-70.222008
33.992,-1.518410126,0.614206833,-1.98832143,-62.39251626
33.996,-1.537387171,-11.40010598,-1.992977186,-29.34004374
34,-1.556665537,0.273300465,-1.998174076,-23.4012038
34.004,-1.576087057,17.37341363,-2.003788916,-31.50749418
34.008,-1.5951212,30.02412816,-2.009119074,-24.00796713
34.012,-1.61333637,39.38718718,-2.013904653,-12.05568744
34.016,-1.630431044,46.06726164,-2.017996663,-2.659847656
34.02,-1.646103522,75.33606047,-2.021606059,-17.44465064
34.024,-1.660037812,89.59333951,-2.024965795,-24.49601734
34.028,-1.672007387,87.93421217,-2.028033636,-14.22098367
34.032,-1.681932093,89.30564986,-2.030731982,-15.97491504
34.036,-1.689953437,88.18775293,-2.033190697,-21.9943161
34.04,-1.696485205,86.58398028,-2.035604131,-29.40623775
34.044,-1.701906319,81.7792354,-2.038252455,-40.58796477
34.048,-1.706220035,76.31332573,-2.041241715,-52.81470263
34.052,-1.709602244,32.35729473,-2.044223363,-6.66766134
34.056,-1.712799533,21.25315726,-2.046315588,-3.595711457
34.06,-1.716252071,17.08751306,-2.047649224,-13.39698462
34.064,-1.72012963,17.8507562,-2.048704735,-33.03742439
34.068,-1.724442781,22.12625095,-2.049967543,-56.65798847
34.072,-1.72912167,27.50974004,-2.051806103,-75.08162868
34.076,-1.734061414,32.56415321,-2.054410777,-86.72480115
34.08,-1.738955088,36.19054514,-2.057737008,-91.19805363
34.084,-1.743663551,-2.610248215,-2.060516593,-30.01143004
34.088,-1.748845477,-3.259690736,-2.061014531,-22.3353869
34.092,-1.754654365,-2.388626715,-2.060388953,-19.48701324
34.096,-1.761015616,6.588454295,-2.059512902,-34.15139461
34.1,-1.76758393,12.66073593,-2.058804366,-39.80861049
